nazwa,krs,nip,regon,adres,kod_pocztowy,miejscowosc,forma_prawna,data_rejestracji,szer,dlug
"ROBOTNICZA SPÓŁDZIELNIA MIESZKANIOWA ""URSUS""",0000065997,5250006288,00049221000000,SOSNKOWSKIEGO 11,02-495,WARSZAWA,SPÓŁDZIELNIA,14.01.2002,52.190103,20.8887472
